10,25,2800,2500
10,25,1600,2300
10,25,1700,2100
10,25,1700,3400
10,25,1800,2100
10,25,1700,2300
10,25,1900,2200
10,25,1800,2200
10,25,1600,3600
10,25,1900,2200
10,25,1800,2300
10,25,1700,2200
10,25,2000,2100
10,25,3100,2400
10,25,1700,2200
10,25,1600,2200
10,25,1800,2400
10,25,1900,2400
10,25,2900,2400
10,25,1900,2300
10,25,1600,2200
10,25,1800,2300
10,25,1800,2200
10,25,3000,2200
10,25,1700,2200
10,25,1700,2200
10,25,1900,2300
10,25,1800,2200
10,25,2900,8200
10,25,21400,2400
10,25,1700,2200
10,25,2000,2400
10,25,1800,2100
10,25,1900,2400
10,25,1900,2200
10,25,1800,2300
10,25,1800,2100
10,25,1700,2300
10,25,1900,2200
10,25,1700,3500
10,25,1900,2300
10,25,1900,2500
10,25,1900,2400
10,25,1700,2200
10,25,1600,3400
10,25,1700,2300
10,25,1800,2200
10,25,1900,2200
10,25,1900,2200
10,25,1700,3800
10,25,1600,2200
10,25,1900,2300
10,25,1700,2200
10,25,1700,2300
10,25,1700,4000
10,25,1800,2100
10,25,1700,2000
10,25,1600,2300
10,25,1700,2200
10,25,3000,2200
10,25,1700,2200
10,25,1800,2400
10,25,1700,2100
10,25,1600,2200
10,25,3000,2500
10,25,1800,2200
10,25,1800,2400
10,25,2100,2500
10,25,1900,2400
10,25,3000,2200
10,25,5400,2300
10,25,1500,2100
10,25,1600,2300
10,25,1600,2200
10,25,3400,2400
10,25,1700,2400
10,25,1800,2300
10,25,1600,2300
10,25,1800,2300
10,25,1800,2200
10,25,1900,2400
10,25,1800,2300
10,25,1700,2200
10,25,1700,2200
10,25,1600,2200
10,25,1800,4000
10,25,1800,2100
10,25,1800,2200
10,25,1700,2100
10,25,1800,2300
10,25,2000,3500
10,25,1700,2300
10,25,1800,2400
10,25,1700,2300
10,25,1800,2200
10,25,1800,3700
10,25,1800,2300
10,25,1900,2200
10,25,1700,2300
10,25,1700,2200
10,50,5600,3600
10,50,2900,3700
10,50,2700,3400
10,50,2600,3400
10,50,3300,3500
10,50,2800,3600
10,50,2600,3500
10,50,3100,3500
10,50,2600,3400
10,50,2600,3500
10,50,2900,3500
10,50,2900,4800
10,50,2800,4700
10,50,2700,4800
10,50,4200,3600
10,50,18100,3700
10,50,3000,3700
10,50,3000,3600
10,50,3000,3700
10,50,3000,7400
10,50,2700,3600
10,50,2700,3600
10,50,2700,3600
10,50,2700,3500
10,50,2700,3800
10,50,2600,3500
10,50,2500,4800
10,50,7700,4700
10,50,2800,4800
10,50,3800,3400
10,50,3900,3500
10,50,3900,3400
10,50,2800,3500
10,50,2700,3500
10,50,2700,3500
10,50,3200,3600
10,50,2800,3600
10,50,2800,3600
10,50,2700,3700
10,50,2700,3500
10,50,2700,3400
10,50,2700,3500
10,50,2900,4800
10,50,2500,4700
10,50,3200,4800
10,50,4200,3800
10,50,4000,3500
10,50,2800,3500
10,50,2700,3400
10,50,2700,3500
10,50,2600,3400
10,50,2900,3500
10,50,2900,3500
10,50,2900,3600
10,50,2800,3600
10,50,2900,3700
10,50,2600,3300
10,50,2600,5200
10,50,2700,4800
10,50,2600,4700
10,50,4100,3500
10,50,3900,3600
10,50,4000,3600
10,50,3300,3800
10,50,2800,4200
10,50,2600,3700
10,50,2800,3500
10,50,2800,3600
10,50,2700,3400
10,50,2600,3800
10,50,3300,3400
10,50,2600,3700
10,50,2700,3600
10,50,2700,5500
10,50,2800,4800
10,50,4000,3500
10,50,3800,3600
10,50,4000,3700
10,50,3100,3400
10,50,2700,3500
10,50,2700,3500
10,50,2900,4500
10,50,2700,3700
10,50,2600,4100
10,50,2800,3400
10,50,3500,3600
10,50,2700,4300
10,50,2600,3500
10,50,2700,4900
10,50,3400,5300
10,50,2600,4800
10,50,4000,3800
10,50,4000,3600
10,50,2600,4000
10,50,2600,3500
10,50,2800,4200
10,50,2600,3300
10,50,2800,3500
10,50,3200,3600
10,50,2700,3400
10,75,4500,5800
10,75,5500,4300
10,75,3600,5100
10,75,3500,5500
10,75,4700,4300
10,75,3400,4300
10,75,3800,4100
10,75,4800,4300
10,75,3400,4200
10,75,3400,4300
10,75,4800,4400
10,75,3600,4000
10,75,3400,6000
10,75,3400,5500
10,75,3400,4300
10,75,3500,4200
10,75,3600,5700
10,75,4800,10700
10,75,3500,4100
10,75,3400,10200
10,75,4600,4300
10,75,3500,4100
10,75,3500,5500
10,75,198900,4300
10,75,3500,4100
10,75,3700,5500
10,75,4600,4300
10,75,3600,4700
10,75,3700,11800
10,75,4900,4200
10,75,3400,4300
10,75,3400,5500
10,75,4800,4200
10,75,3500,4300
10,75,3600,5400
10,75,4700,4100
10,75,3500,4300
10,75,3500,4200
10,75,37700,4800
10,75,4100,34100
10,75,3600,4200
10,75,4700,4100
10,75,3400,4100
10,75,3500,4000
10,75,3400,5300
10,75,3400,4100
10,75,3400,4400
10,75,3500,5600
10,75,4700,4100
10,75,3400,4100
10,75,3600,5700
10,75,4900,4200
10,75,3700,23000
10,75,3500,5300
10,75,4700,4100
10,75,4000,5200
10,75,3700,5700
10,75,5000,4200
10,75,3500,4300
10,75,3500,5700
10,75,4900,4200
10,75,3400,4200
10,75,3500,5400
10,75,5000,24700
10,75,3500,4200
10,75,3500,4200
10,75,4600,4400
10,75,3400,4100
10,75,3400,4100
10,75,4700,4200
10,75,3500,4200
10,75,3600,4200
10,75,3300,5500
10,75,3500,4200
10,75,3600,4400
10,75,3700,5400
10,75,3600,4100
10,75,3400,4000
10,75,3600,5400
10,75,4800,4200
10,75,3700,5800
10,75,3600,5500
10,75,4900,4100
10,75,3600,4400
10,75,3600,5400
10,75,4900,4400
10,75,3700,4200
10,75,3400,5500
10,75,4700,4100
10,75,3500,4200
10,75,3600,5500
10,75,5100,4200
10,75,3700,4200
10,75,3700,4200
10,75,4900,4200
10,75,3800,4300
10,75,3500,4100
10,75,4800,4300
10,75,3400,4100
10,75,10300,4200
10,99,6200,4800
10,99,4500,5800
10,99,5600,4600
10,99,4100,5900
10,99,4100,4600
10,99,5900,22900
10,99,4200,5800
10,99,5500,4600
10,99,4100,5900
10,99,4200,4700
10,99,5300,4600
10,99,4200,4700
10,99,5500,4600
10,99,4800,26100
10,99,4200,4700
10,99,4200,5900
10,99,4100,4600
10,99,5500,4600
10,99,4100,5900
10,99,5400,4600
10,99,4100,6100
10,99,4400,22700
10,99,5400,4700
10,99,4100,4500
10,99,5300,4700
10,99,4100,5900
10,99,4400,4600
10,99,4100,5900
10,99,4100,4800
10,99,5700,23300
10,99,4200,6000
10,99,5400,4600
10,99,4000,5800
10,99,4100,4700
10,99,5300,4800
10,99,4100,5900
10,99,5400,4500
10,99,4200,23100
10,99,4400,4900
10,99,5300,4700
10,99,4000,4700
10,99,5500,4600
10,99,4200,5900
10,99,4100,4600
10,99,4200,6100
10,99,23200,4600
10,99,5300,4600
10,99,4100,5900
10,99,5400,4500
10,99,4100,5900
10,99,4100,4700
10,99,5500,4600
10,99,4300,6700
10,99,22400,4600
10,99,4100,5700
10,99,4200,4600
10,99,4100,5900
10,99,4100,4600
10,99,5300,4500
10,99,4100,5900
10,99,5500,4700
10,99,23200,6000
10,99,4100,9600
10,99,5500,4700
10,99,4200,5900
10,99,5500,4700
10,99,4100,5800
10,99,4100,4400
10,99,5400,4800
10,99,22300,4500
10,99,5500,4600
10,99,4000,5900
10,99,4100,4600
10,99,4000,5900
10,99,4100,4600
10,99,5400,4700
10,99,4200,6300
10,99,24000,4700
10,99,4200,5800
10,99,4100,4600
10,99,6000,4700
10,99,4200,4700
10,99,5700,4800
10,99,4300,6200
10,99,4100,5200
10,99,23300,5900
10,99,4200,4700
10,99,5300,4600
10,99,4200,5800
10,99,5500,4800
10,99,5800,6000
10,99,4100,4600
10,99,5400,4900
10,99,26900,6100
10,99,5400,4600
10,99,4100,5700
10,99,4100,4600
10,99,5300,4600
10,99,4200,4600
10,99,5400,4700
20,25,6900,7800
20,25,6500,7300
20,25,6200,7300
20,25,4900,8700
20,25,4900,8600
20,25,5100,8700
20,25,5000,8800
20,25,4900,8600
20,25,4900,8600
20,25,5000,8700
20,25,4900,7300
20,25,5100,7300
20,25,4700,7400
20,25,5000,7100
20,25,5100,7400
20,25,6400,7500
20,25,6100,7100
20,25,6200,7400
20,25,6200,7300
20,25,6200,7300
20,25,6300,7200
20,25,6100,7500
20,25,6600,7700
20,25,4800,15300
20,25,4800,8500
20,25,4800,8600
20,25,5100,8600
20,25,5100,8700
20,25,4800,8500
20,25,4900,8500
20,25,4900,7200
20,25,5100,7500
20,25,4900,7200
20,25,5000,7400
20,25,5000,7300
20,25,6200,7400
20,25,6200,7300
20,25,6300,7400
20,25,12600,8200
20,25,6100,7400
20,25,6100,7200
20,25,6200,7000
20,25,4800,8500
20,25,4900,8500
20,25,5000,8500
20,25,4800,8600
20,25,5000,8600
20,25,5000,8700
20,25,4800,8400
20,25,4900,8600
20,25,4700,7400
20,25,4900,7400
20,25,4900,7300
20,25,4800,7200
20,25,4800,7300
20,25,6500,7500
20,25,6300,7500
20,25,6200,7400
20,25,14200,7800
20,25,6300,7200
20,25,6400,7500
20,25,6100,7200
20,25,5100,8700
20,25,4900,8600
20,25,4800,8700
20,25,5000,8400
20,25,25400,9400
20,25,4800,8500
20,25,4900,8500
20,25,4900,8500
20,25,5000,7400
20,25,5000,7500
20,25,4900,7200
20,25,4900,7300
20,25,4800,7200
20,25,6200,7400
20,25,6200,7100
20,25,6400,7300
20,25,6200,7300
20,25,6300,7500
20,25,6000,7300
20,25,16300,9300
20,25,4900,8400
20,25,4800,8400
20,25,5000,8500
20,25,4900,8500
20,25,4800,8700
20,25,4900,8400
20,25,4900,8600
20,25,5200,9000
20,25,4800,7300
20,25,5000,7500
20,25,5000,7500
20,25,5100,7600
20,25,4900,7200
20,25,6000,7400
20,25,6100,7200
20,25,6100,7100
20,25,6100,7400
20,25,6100,7400
20,50,9900,32700
20,50,8700,13800
20,50,8400,13400
20,50,8600,31000
20,50,9700,12100
20,50,10000,12400
20,50,9700,12400
20,50,9800,12500
20,50,9800,14200
20,50,9600,14000
20,50,9700,13300
20,50,9800,13500
20,50,9800,13700
20,50,9800,31600
20,50,9600,18500
20,50,9500,13400
20,50,8300,13500
20,50,8400,20300
20,50,8300,13400
20,50,8400,13600
20,50,9600,12000
20,50,9500,12100
20,50,10300,12300
20,50,45900,12100
20,50,9600,13400
20,50,9500,13700
20,50,14600,32900
20,50,10000,33400
20,50,10000,13800
20,50,17000,13600
20,50,9700,13300
20,50,9600,13300
20,50,8300,13300
20,50,8500,13600
20,50,8300,13400
20,50,8300,13400
20,50,9600,12300
20,50,9400,12100
20,50,10300,12600
20,50,28600,12100
20,50,9600,13700
20,50,9500,13400
20,50,9600,31100
20,50,9800,13600
20,50,42800,33600
20,50,9900,13300
20,50,9600,13200
20,50,9500,13400
20,50,8200,13600
20,50,8500,34400
20,50,14000,13500
20,50,8400,13200
20,50,9600,12200
20,50,9800,31100
20,50,9700,12000
20,50,10400,12900
20,50,10300,37300
20,50,9900,20300
20,50,9600,13400
20,50,9900,13800
20,50,10000,13500
20,50,9900,13500
20,50,9900,13500
20,50,9800,13600
20,50,8400,13200
20,50,8500,13500
20,50,29100,13500
20,50,8400,13500
20,50,9600,12200
20,50,14500,12800
20,50,9600,12000
20,50,9700,12500
20,50,9700,13100
20,50,9700,18600
20,50,9700,13800
20,50,9700,13800
20,50,16500,24800
20,50,9800,13200
20,50,9800,13800
20,50,9900,13400
20,50,8300,13400
20,50,8600,13600
20,50,8500,13400
20,50,9500,12100
20,50,9500,12200
20,50,9700,12400
20,50,9500,12300
20,50,9800,13300
20,50,9800,13600
20,50,9600,13200
20,50,9600,13300
20,50,9700,13500
20,50,9500,13200
20,50,9700,13700
20,50,9800,13700
20,50,8400,13400
20,50,8500,13300
20,50,8500,14000
20,50,8500,13300
20,50,10400,12600
20,75,14400,38500
20,75,13700,17800
20,75,13400,35100
20,75,13400,16600
20,75,15100,36400
20,75,13200,16400
20,75,34700,48200
20,75,14800,16400
20,75,31500,16600
20,75,13500,16400
20,75,38000,16600
20,75,13700,16400
20,75,13200,37500
20,75,14600,16200
20,75,14000,35000
20,75,13700,16400
20,75,13300,34500
20,75,13300,16300
20,75,13700,35500
20,75,14700,16200
20,75,13200,34100
20,75,13800,16500
20,75,13500,54000
20,75,13300,16300
20,75,13200,36300
20,75,14900,16600
20,75,13400,38900
20,75,13500,16600
20,75,13200,33900
20,75,13800,16800
20,75,13600,54000
20,75,22100,16400
20,75,13200,34100
20,75,13300,16600
20,75,13300,34200
20,75,13300,16400
20,75,13400,50400
20,75,14800,16500
20,75,13400,35200
20,75,13200,16300
20,75,21800,35600
20,75,13300,16200
20,75,20100,56400
20,75,14500,16500
20,75,13700,38000
20,75,13200,16400
20,75,13100,34100
20,75,13300,16300
20,75,13300,35700
20,75,14700,16500
20,75,13200,33800
20,75,13400,16300
20,75,13600,34400
20,75,13300,16600
20,75,31100,17800
